Company_Brand,Sector,Stage,HeadQuarter,What_it_does,Amount,Year,Founded,Founders,Investor
Apna,Human Resources,Series B,Bangalore,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,70000000.0,2021,2019.0,Nirmit Parikh,"Sequoia Capital India, rocketship.vc"
XYXX Apparels,Fashion,Series A,Surat,"XYXX Apparels,which runs an eponymous innerwear brand",4000000.0,2021,2017.0,Yogesh Kabra,
WaterScience,D2C,Undisclosed,Bangalore,The aim of making good water affordable and accessible.,172005293.10344827,2021,2014.0,Sudeep N,
BrowserStack,SaaS,Series B,Mumbai,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,200000000.0,2021,2011.0,"Nakul Aggarwal, Ritesh Arora",Accel
Vital,Insurance Tech,Pre-series A,New Delhi,"An affordable, digital health plan built around to cover both big and small expenses",3000000.0,2021,2018.0,Rahul Kumar,BLinC Invest
Juicy chemistry,Health Care,Undisclosed,Coimbatore,Juicy Chemistry operates as an eponymous consumer brand.,172005293.10344827,2021,2014.0,"Megha, Pritesh Asher",Spring Marketing Capital
Samaaro,SaaS,Undisclosed,Bangalore,"Samaaro is a virtual event platform designed to help organizations host scalable, secure, and effective virtual events for a global audience",125000.0,2021,2020.0,"Mayank Banka, Purnank Prakash, Skandha Gopalan","Chaitanya Kalipatnapu, Kedar Gavane"
Imagimake,Innovation Management,Pre-series A,Mumbai,An innovative play system to help children create their imagination,500000.0,2021,2011.0,"Disha Katharani, Ravi Kumar","Roha Investment Managers, angel investor Saumil Shah"
MSMEx,EdTech,Pre-series A,Andheri,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,1000000.0,2021,2019.0,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav","TNF Ventures, Razorpay"
RenewBuy,Insurance Tech,Series C,Gurugram,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,45000000.0,2021,2015.0,"Balachander Sekhar, Sandeep Nanda","Lok Capital, IIFL Asset Management"
saarthi.ai,AI,Seed,Bangalore,Multilingual Conversational Enterprise AI Platform for omnichannel automation of customer journeys in the user's native language.,172005293.10344827,2021,2017.0,"Piyush Dangaich, Sameer Sinha, Sangram Sabat, Vishwa Nath Jha",Nvidia Inception
Kutumb,Community platform,Series A,Bangalore,Kutumb is a social community enabler.,26000000.0,2021,2020.0,"Mohit Sharma, Naveen Dewangan, Vipul Allawadhi","Tiger Global Management, DST Global"
Superplum,AgriTech,Pre-series A,Noida,Building India's most sophisticated platform for high quality fresh food,3800000.0,2021,2019.0,Shobhit Gupta,Marquee investors
Upside AI,FinTech,Seed,Mumbai,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,1200000.0,2021,2017.0,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",Endiya Partners
PazCare,Insurance Tech,Undisclosed,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform,172005293.10344827,2021,2021.0,Sanchit Malik,"Ashish Hemrajani, Parikshit Dar"
Answer Genomics,Health Care,Undisclosed,Bangalore,A healthcare company that uses genome-based data to help individuals make decisions.,172005293.10344827,2021,2019.0,Rahul Ranganathan,"India Accelerator, Lyxel&Flamingo"
Skillmatics,EdTech,Series A,Mumbai,Skillmatics develops learning games for pre-school and primary school kids aged under 10,6000000.0,2021,2016.0,Dhvanil Sheth,Sequoia Capital India
Bimaplan,Insurance Tech,Pre-series A,Bangalore,Affordable insurance for the next billion Indians,2500000.0,2021,2020.0,Vikul Goyal,"Roshan Abbas, Ritesh Malik"
Bueno Finance,FinTech,Seed,Gurugram,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.",3000000.0,2021,2019.0,"Saurav Gandhi, Sandeep Arora","Goat Capital, JAM Fund"
CityMall,E-Commerce,Series B,Gurugram,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,22000000.0,2021,2019.0,"Angad Kikla, Naisheel Verdhan","General Catalyst, Jungle Ventures"
BYJU’S,EdTech,Undisclosed,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,50000000.0,2021,2011.0,"Byju Raveendran, Divya Gokulnath","Blackstone Group, ADQ"
India Quotient,Venture Capital,Undisclosed,Mumbai,India Quotient is a new type of early stage investor. We fund companies building disruptive businesses aimed at Indian consumers. We're,64000000.0,2021,2012.0,"Anand Lunia, Madhukar Sinha",
The Switch Fix,Health Care,Seed,Gurugram,The Switch Fix is a plant-based clean and conscious personal care brand for young urbans.,172005293.10344827,2021,2019.0,"Abhishek Kumar, Rhea Shukla","Venture Catalysts, 9unicorns"
Anvidha Technologies,Tech,Seed,Chandigarh,Anvidha Technologies Private Limited is a HARYANA based private ltd.,1500000.0,2021,2020.0,Ganesh ranganathan iyer,
DigiSparsh,FinTech,Seed,Mumbai,DigiSparsh is India's first and only healthcare fintech platform which aims to make healthcare facilities accessible to everyone in the country.,172005293.10344827,2021,2020.0,"Saurabh Soni, Akhilesh Gandhi",GoAhead Ventures
CoffeeMug.ai,Networking,Pre-seed,New Delhi,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.",620000.0,2021,2020.0,"Abhishek Sharma, Dipti Tandon","Paradigm Shift Capital, AngelList India"
Pathfndr.io,SaaS,Pre-series A,Bangalore,Intelligent Travel Tech Stack making sense of the world's information by scanning billions of data points and ranking destinations,172005293.10344827,2021,2015.0,Varun Gupta,Arali Ventures
BigLeap,Recruitment,Undisclosed,Hyderabad,BigLeap Technologies & Solutions is focused on providing viable offshore consultancy services for enterprises looking to grow their business.,600000.0,2021,2015.0,"Jamesh Johnson, Sainath Malkapuram Goud",Anup Kumar Yama
Kazam,EV,Seed,Bangalore,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",900000.0,2021,2020.0,"Akshay Shekhar, Vaibhav Tyagi",Inflection Point Ventures
MYRE Capital,Commercial Real Estate,6000000,Mumbai,Democratising Real Estate Ownership,172005293.10344827,2021,2020.0,Own rent yielding commercial properties,Aryaman Vir
BimaPe,FinTech,Pre-seed,Mumbai,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',500000.0,2021,2020.0,Rahul Mathur,"iSeed, Titan Capital"
MicroDegree,EdTech,Undisclosed,Mangalore,MicroDegree is an ed-tech platform working towards democratising technology and job ready skills for Bharat.,172005293.10344827,2021,2019.0,"Gaurav Kamath, Rakesh Kothari, Manikanta Nair",Research Innovation Incubation Design Labs
Saarthi Pedagogy,EdTech,1000000,Ahmadabad,"India's fastest growing Pedagogy company, serving to school as an academic growth partner and provide 360° solutions to schools on Academic Strategies",1000000.0,2021,2015.0,Pedagogy,Sushil Agarwal
Synapsica,Health Care,Series A,New Delhi,Artificial Intelligence tools to make quality diagnostic assessment available for all.,4000000.0,2021,2017.0,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan","IvyCap Ventures, Endiya Partners"
Kwik Foods,Food & Beverages,Seed,Gurugram,Kwik Foods is one of the fastest-growing D2C fresh food brands that is disrupting the food industry,172005293.10344827,2021,2020.0,"Prabhleen Kaur, Harshal Patel",9Unicorns
Plutomen,AR,Undisclosed,Ahmadabad,Plutomen Technologies Pvt Ltd founded in Nov 2016 is recognized start-up by DIPP in the field of Emerging Technology.,300000.0,2021,2016.0,Keyur Bhalavat,"GUSEC Seed Fund, DeVX Venture Fund"
GoMechanic,Automotive,Series C,Gurugram,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",42000000.0,2021,2016.0,Kushal Karwa,"Tiger Global, Sequoia"
Grinntech,Automotive,Undisclosed,Chennai,"Grinntech is an investor backed, growth phase start-up, leading on all front of battery design for EV applications.",2000000.0,2021,2013.0,"Nikhilesh Mishra, Puneet Jain",
Nobel Hygiene,Health Care,Undisclosed,Mumbai,"Nobel Hygiene is one of the leading disposable hygiene care products manufacturer in the country with an ISO 9001:2015 and CE certification, headquartered in Mumbai.",60000000.0,2021,1999.0,Johari Kamal,Quadria Capital
Green Cure,Health Care,Pre-series A,New Delhi,World's first company to combine German Engineering with Indian Ayurveda in health products,172005293.10344827,2021,2015.0,Sanchit Garg,Venture Catalysts
Classplus,EdTech,Series C,Noida,Classplus was born out of an urge to redefine classroom engagement in this country.,65000000.0,2021,2017.0,"Mukul Rustagi, Bhaswat Agarwal",Tiger Global
WINDO,E-Commerce,Seed,Hyderabad,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,500000.0,2021,2020.0,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures
ApnaKlub,E-Commerce,Pre-series A,Bangalore,Supporting independent businesses and retail entrepreneurs with better than market wholesale prices and supply chain.,172005293.10344827,2021,2020.0,"Shruti, Manish Kumar","Blume Ventures, Whiteboard Capital"
LegalPay,FinTech,Undisclosed,New Delhi,A tech focused B2B litigation finance company in India.,172005293.10344827,2021,2019.0,Kundan Shahi,Ashwini Kakkar. 9Unicorns
Lavado,Consumer Services,Undisclosed,Mumbai,A startup that is trying to permanently change the way people approach the cleaning and maintenance of their apparel and accessories.,172005293.10344827,2021,2016.0,Disha Jain,Ashish Shah
Navars,EdTech,Undisclosed,Hyderabad,"Navars Edutech comprises dynamic mix of intellectual professionals, managerial team, Subject matter experts and Astronomy and Space researchers.",172005293.10344827,2021,2019.0,Sravan Varma Datla,Faad Network
GoBolt,Logistics,Series B,Gurugram,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.",20000000.0,2021,2015.0,"Naitik Baghla, Parag Aggarwal, Sumit Sharma","Paragon Partners, Aavishkaar Capital"
Loco,Gaming,Seed,Bangalore,Loco is India's leading live game streaming app.,9000000.0,2021,2018.0,"Anirudh Pandita, Ashwin Suresh","Krafton, Lumikai"
Auric,Health Care,Pre-series A,New Delhi,Contemporary Beauty & Wellness Brand Based on Ayurveda,2000000.0,2021,2017.0,Deepak Agarwal,Venture Catalysts
Edmingle,EdTech,Undisclosed,Bangalore,Edmingle is a platform for all educators who want to launch their courses and sell them online.,300000.0,2021,2016.0,Gaurav Doshi,"Indovation Fund, Mumbai Angels"
Slice,FinTech,Undisclosed,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards.",20000000.0,2021,2016.0,Rajan Bajaj,"Gunosy, Blume Ventures"
Humit,Music,Pre-seed,Bangalore,Humit is a social networking app for music sharing and discovery.,172005293.10344827,2021,2020.0,"Rohit Ganapathy, Prithvi Sankar, Ishaan Negi",Antler India
Airblack,IT,Series A,Gurugram,Airblack is on a mission to help people convert their passion to a livelihood.,5200000.0,2021,2019.0,"Videt Jaiswal, Vaibhav Raj Gupta","Edge Ventures, Elevation Capital"
NIRAMAI,Health Care,Undisclosed,Bangalore,"NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix, i.e. machine intelligence over thermography images.",172005293.10344827,2021,2016.0,Geetha Manjunath,CDC Group
Intervue,SaaS,Seed,New Delhi,World's fastest collaborative environment to take tech interviews.,172005293.10344827,2021,2021.0,"Rahul Arora, Pushpender Singh Rautela","Titan Capital, Kunal Shah"
Nestroots,Fashion,Seed,Gurugram,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",100000.0,2021,2016.0,Chhavi Singh,We Founder Circle
Detect Technologies,Automation,Undisclosed,Chennai,Detect Technologies is a leading Industrial AI company that is building innovative solutions and cutting-edge technology for the industrial ecosystem.,12000000.0,2021,2016.0,Daniel Raj David,"Accel Partners, Elevation Capital"
CredR,Automotive,Undisclosed,Bangalore,CredR is India’s Most Trusted Used Two-Wheeler Consumer Brand that leverages Technology & Processes to simplify the Used Two-wheeler Market.,6500000.0,2021,2015.0,Sasidhar Nandigam,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures"
Fourth Partner Energy,Solar,Undisclosed,Hyderabad,"Fourth Partner Energy is India’s leading distributed solar energy firm focusing on building and financing solar projects across the private and public sectors for commercial, industrial and institutional entities.",125000000.0,2021,2010.0,Vivek Subramanian,"Norfund, The Rise Fund"
TABLT,Health Care,Seies A,Kolkata,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,3000000.0,2021,2018.0,Anish Agarwal,Siti Cable
Hesa,IT,Seed,Hyderabad,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,2000000.0,2021,2020.0,"Vamsi Udayagiri, Hema Nandiraju","Venture Catalysts, 9unicorns"
Powerhouse91,Consumer Goods,Seed,Gurugram,"A tech-driven company that acquires, operates, and scales outstanding ecommerce brands in India.",172005293.10344827,2021,2020.0,"Shashwat Diesh, Aqib Mohammed",Crossbeam Venture Partners
Nalanda Learning,EdTech,Undisclosed,Kolkata,India's 1st Online Preschool with Blended Learning Model,5000000.0,2021,2011.0,Tamal Mukherjee,Aavishkaar Capital
Chargeup,Renewable Energy,Pre-series A,New Delhi,"""Battery as a Service"" for 3 wheeler & 2 wheelers",172005293.10344827,2021,2019.0,"Varun Goenka, Akshay Kashyap",Mapmyindia
Knackit,IT,Undisclosed,Bangalore,Knackit is a talent sharing platform where users can showcase and monetize their artistry.,100000.0,2021,2019.0,"Pranjal Kumar, Akanksha Bhardwaj",Jyoti Bansal
Treebo Hotels,Hospitality,Series D,Bangalore,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,16000000.0,2021,2015.0,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",Accor
Raptee Energy,Automotive,Undisclosed,Chennai,Raptee Energy Inc. is looking to accelerate the transition to smart and sustainable mobility!,700000.0,2021,2019.0,Phunith Kumar,
Meddo,Health Care,Undisclosed,Gurugram,Meddo (Arctern Healthcare) are re-defining how primary and secondary healthcare is provided in India through a connected care delivery platform.,6000000.0,2021,2018.0,"Saurabh Kochhar, Dr Naveen Nishchal","SRI Capital, Picus Capital, Alkemi Capital"
Supertails,Pet care,Pre-series A,Bangalore,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2600000.0,2021,2021.0,"Vineet Khanna, Varun Sadana, Aman Tekriwal","Saama Capital, DSG Consumer Partners"
SkilloVilla,EdTech,Seed,Bangalore,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,300000.0,2021,2020.0,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital
Cancer Clinics,Health Care,Pre-series A,Hyderabad,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",1500000.0,2021,2014.0,"Sonali Srungaram, Sasi Sunkara",Axilor
Velocity,FinTech,Seed,Bangalore,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,1300000.0,2021,2020.0,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures
